Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Number of rooms,Living area,Equipped kitchen,Furnished,Open fire,Terrace,Garden,Number of facades,Swimming pool,State of building
VBD47995,Sint-Genesius-Rode,1640,665000.00,House,Villa,Sale,5,215 ,,,,False,True,4,,
VBD47976,Woluwe-saint-Etienne,1932,1100.00,Appartment,Flat,Rent,2,88 ,1,False,,10 m²,False,2,,Excellent
RBU64293,Bekkevoort,3460,185000.00,House,House,PublicSale,3,,,,,False,True,4,,To be renovated
RBU64259,Begijnendijk,3130,649500.00,House,House,Sale,4,213 ,,False,,23 m²,256 m²,4,,
RBU64258,Begijnendijk,3130,479500.00,House,House,Sale,3,153 ,,False,,17 m²,202 m²,3,,New
RBU64257,Oud-Heverlee,3050,446000.00,House,House,Sale,3,188 ,,False,,False,True,3,,Normal
RBU64256,Heverlee,3001,1450.00,Appartment,Flat,Rent,3,156 ,,False,,True,False,2,,Normal
RBU64255,Lembeek,1502,399000.00,House,House,Sale,4,492 ,,False,False,False,True,,,To be renovated
RWC41166,Opwijk,1745,450000.00,House,House,Sale,4,150 ,,,,True,True,3,,Excellent
RBU64230,Overijse,3090,745000.00,House,House,Sale,3,198 ,,,,True,True,,,Normal
VBD47835,Linkebeek,1630,2290000.00,House,Villa,Sale,5,503 ,1,False,,True,1250 m²,4,True,Excellent
VBD47831,Sint-Genesius-Rode,1640,2290000.00,House,Villa,Sale,5,503 ,1,False,,True,1250 m²,4,True,Excellent
VBD47816,Sint-Genesius-Rode,1640,2350000.00,House,Villa,Sale,5,345 ,,,,True,True,4,True,Excellent
VBD47815,Wezembeek-Oppem,1970,1350.00,Appartment,Flat,Rent,2,94 ,1,False,,12 m²,False,4,False,Excellent
RBU64196,Lennik,1750,319000.00,Appartment,Flat,Sale,2,68 ,1,False,,True,False,3,False,New
RBU64194,Sint-Pieters-Leeuw,1600,325000.00,House,House,Sale,2,120 ,,False,,False,True,4,False,To be renovated
RBU63473,Everberg,3078,2450.00,House,Villa,Rent,4,280 ,1,False,,15 m²,True,4,False,
VBD47705,Overijse,3090,2300.00,House,Villa,Rent,4,280 ,1,False,,True,True,4,False,Excellent
VBD47697,Kraainem,1950,3000.00,House,House,Rent,4,253 ,1,False,,True,250 m²,4,False,Excellent
RBU63280,Heverlee,3001,663000.00,Appartment,Flat,Sale,4,144 ,,False,,True,False,2,,Normal
RBU63271,Wemmel,1780,2400.00,House,Villa,Rent,5,280 ,,False,,True,750 m²,4,,Normal
RBU63270,Liedekerke,1770,275000.00,House,House,Sale,5,230 ,,False,,False,True,,,To renovate
RBU63125,Asse,1730,950000.00,House,House,Sale,4,615 ,,True,,True,True,4,,Normal
RBU63124,Asse,1730,950000.00,House,Villa,Sale,4,615 ,,True,,True,True,4,,Normal
RBU63123,Opwijk,1745,980000.00,House,House,Sale,3,380 ,,False,,True,True,4,True,
RBU63120,Opwijk,1745,980000.00,House,Villa,Sale,3,380 ,,False,,True,True,4,True,
RBU63117,Asse,1730,950000.00,House,MasterHouse,Sale,4,615 ,,True,,True,True,4,,Normal
RBU63111,Galmaarden,1570,749000.00,House,House,Sale,3,,,,,False,True,4,,
RBU63107,Buizingen,1501,249000.00,House,House,Sale,3,100 ,,False,False,False,True,,,Normal
RBU63105,Sint-Genesius-Rode,1640,225000.00,House,House,Sale,3,174 ,,False,False,False,False,,,To be renovated
RBU63077,Tremelo,3120,2195000.00,House,House,Sale,5,544 ,1,,,True,True,4,,
RBU63076,Keerbergen,3140,289000.00,House,House,Sale,3,140 ,1,,,True,True,3,,To be renovated
RBU63006,Merchtem,1785,385000.00,House,House,Sale,3,221 ,,False,,True,True,2,,To be renovated
RBU63002,Nieuwrode,3221,199000.00,House,Chalet,Sale,2,76 ,,False,,False,642 m²,,,To be renovated
VBD47503,Ruisbroek,1601,650.00,Appartment,Flat,Share,1,,,True,,False,False,,,
RBU62995,Sint-Pieters-Leeuw,1600,1050.00,Appartment,Flat,Rent,2,102 ,,,,False,False,,,
RBU62801,Kampenhout,1910,499000.00,House,House,Sale,3,162 ,,,,True,True,4,,Excellent
RBU62800,Zaventem,1930,655000.00,House,House,Sale,4,281 ,,,,True,400 m²,4,,Excellent
RBU62716,Leuven,3000,130000.00,Appartment,Flat,Sale,1,18 ,,True,,True,False,,,
RBU62705,Boortmeerbeek,3190,335000.00,House,House,Sale,2,163 ,,,,True,True,,,Excellent
RBU62697,Grimbergen,1850,329000.00,House,House,Sale,3,112 ,,False,,20 m²,True,3,,Normal
RBU62690,Roosdaal,1760,449000.00,House,House,Sale,3,155 ,,False,,True,True,3,,Normal
RBU62667,Merchtem,1785,349000.00,House,House,Sale,3,151 ,,False,,True,True,4,,Fully renovated
VBD47428,Wezembeek-Oppem,1970,1750.00,House,House,Rent,3,139 ,1,False,,12 m²,150 m²,2,,Excellent
RBU62573,Woluwe-saint-Etienne,1932,2000.00,House,House,Rent,4,164 ,1,,,True,True,2,,
RBU62564,Vilvoorde,1800,175000.00,Appartment,Flat,Sale,1,55 ,,False,,8 m²,False,2,False,
RBU62554,Wezembeek-Oppem,1970,1095000.00,House,Villa,Sale,4,240 ,,,True,25 m²,500 m²,4,,Normal
RBU62551,Halle,1500,469000.00,House,House,Sale,2,150 ,,,,40 m²,True,2,,
RBU62550,Pepingen,1670,469000.00,House,House,Sale,2,150 ,,,,40 m²,True,2,,
RBU62549,Huizingen,1654,379000.00,House,House,Sale,2,125 ,,,,True,True,3,,
RBU62487,Baal,3128,489000.00,House,House,Sale,3,151 ,,False,,True,True,4,,Normal
RBU62475,Halle,1500,189000.00,House,MixedBuilding,Sale,,96 ,,False,,True,False,2,False,To be renovated
RBU62471,Londerzeel,1840,295000.00,House,House,Sale,3,115 ,,False,,True,True,3,,Normal
RBU62467,Werchter,3118,650000.00,Appartment,Duplex,Sale,2,175 ,1,,,True,,,,
RBU62460,Everberg,3078,2200.00,House,Villa,Rent,5,288 ,1,False,,30 m²,True,3,False,
VBD47263,Drogenbos,1620,459000.00,House,House,Sale,4,135 ,1,False,,True,25 m²,2,,Excellent
VBD47258,Machelen,1830,290000.00,Appartment,Flat,Sale,2,103 ,1,False,,5 m²,False,2,False,Excellent
RBU62445,Oudenaken,1600,349000.00,House,House,Sale,3,150 ,,,False,False,80 m²,2,,To be renovated
RBU62428,Heverlee,3001,750.00,Appartment,FlatStudio,Rent,2,53 ,,False,,False,False,,,Normal
RBU62419,Diegem,1831,195000.00,Appartment,Flat,Sale,1,50 ,,,,True,False,,,Normal
RBU62397,Bierbeek,3360,1500.00,Appartment,Flat,Rent,3,152 ,,True,,8 m²,True,2,,Normal
RBU62395,Asse,1730,545000.00,House,House,Sale,4,174 ,,False,,50 m²,175 m²,3,,Normal
RBU62393,Merchtem,1785,775000.00,House,House,Sale,4,337 ,,False,,True,True,4,,To be renovated
RBU62385,Liedekerke,1770,360000.00,House,House,Sale,3,160 ,1,False,,42 m²,83 m²,3,False,Normal
RBU62377,Zellik,1731,219000.00,Appartment,Flat,Sale,1,67 ,,False,,False,False,,,Normal
RBU62358,Sint-Genesius-Rode,1640,1095000.00,House,House,Sale,6,400 ,,,,True,True,4,,
RBU62347,Leuven,3000,175000.00,Appartment,FlatStudio,Sale,,20 ,,True,,18 m²,False,2,,
RBU62327,Wemmel,1780,195000.00,Appartment,FlatStudio,Sale,1,50 ,,,,16 m²,True,4,,Excellent
RBU62290,Molenstede,3294,1650.00,House,Villa,Rent,4,245 ,1,,,True,True,4,,Excellent
RBU62288,Teralfene,1790,319000.00,House,House,Sale,4,230 ,,,,False,True,3,,To be renovated
RBU62271,Wezembeek-Oppem,1970,2300.00,Appartment,GroundFloor,Rent,3,200 ,1,False,,True,True,3,False,Excellent
RBU62270,Vlezenbeek,1602,259000.00,Appartment,Flat,Sale,2,90 ,1,False,,8 m²,False,3,False,Excellent
RBU62262,Beersel,1650,795000.00,House,House,Sale,3,291 ,,False,True,True,True,,,Normal
RBU62135,Merchtem,1785,290000.00,Appartment,Flat,Sale,2,80 ,,False,,True,True,2,True,Normal
RBU62127,Herent,3020,427576.00,Appartment,Flat,Sale,2,92 ,,False,,10 m²,True,4,,New
RBU62126,Herent,3020,458222.00,Appartment,Flat,Sale,2,102 ,,False,,20 m²,True,4,,New
RBU62125,Herent,3020,399775.00,Appartment,Flat,Sale,2,82 ,,False,,21 m²,True,4,,New
RBU62118,Lennik,1750,900.00,Appartment,Duplex,Rent,2,110 ,,,,2 m²,False,,,
RBU62097,Diest,3290,169000.00,Appartment,Flat,Sale,1,73 ,,,,True,False,,,
RBU62095,Diest,3290,214000.00,Appartment,Flat,Sale,2,90 ,,,,True,False,,,
RBU62091,Asse,1730,365000.00,House,House,Sale,3,140 ,1,False,,True,205 m²,3,False,To renovate
VBD46929,Wezembeek-Oppem,1970,2250.00,House,House,Rent,3,180 ,,False,,20 m²,200 m²,2,False,Normal
VBD46926,Kraainem,1950,2200.00,House,House,Rent,4,228 ,,False,,True,50 m²,3,False,Fully renovated
RBU62070,Halle,1500,340000.00,Appartment,Triplex,Sale,3,155 ,,,,True,False,,,
RBU62068,Halle,1500,1025.00,Appartment,Flat,Rent,2,100 ,,,,17 m²,False,,,
RBU62066,Halle,1500,269000.00,Appartment,Flat,Sale,1,,,,,1 m²,False,,,
RBU62028,Strombeek-Bever,1853,279000.00,Appartment,GroundFloor,Sale,2,93 ,,False,,18 m²,119 m²,3,,To be renovated
VBD46862,Strombeek-Bever,1853,179000.00,Appartment,Flat,Sale,2,80 ,,,,4 m²,False,2,,
RBU62017,Wemmel,1780,1249000.00,House,Villa,Sale,5,396 ,1,False,,True,True,4,True,Excellent
VWD15504,Buizingen,1501,280000.00,Appartment,Flat,Sale,2,120 ,,,,,,,,
VBD46824,Vilvoorde,1800,439000.00,House,House,Sale,3,150 ,,,,30 m²,60 m²,2,,
RBU62014,Diegem,1831,275000.00,Appartment,GroundFloor,Sale,2,91 ,,,,False,True,,,Normal
VBD46808,Strombeek-Bever,1853,209000.00,Appartment,GroundFloor,Sale,1,55 ,,,,False,19 m²,2,,
RBU62001,Tervuren,3080,875000.00,House,Villa,Sale,5,205 ,1,,True,12 m²,True,4,,
VBD46781,Ruisbroek,1601,1450.00,Appartment,Flat,Rent,2,156 ,,False,,False,False,2,False,Normal
RBU61999,Vilvoorde,1800,475000.00,House,House,Sale,4,176 ,1,,,True,True,3,,Fully renovated
VBD46752,Machelen,1830,265000.00,Appartment,Flat,Sale,3,85 ,,,False,False,False,2,,Excellent
RBU61586,Tremelo,3120,495000.00,House,House,Sale,3,141 ,,,,False,True,4,,
RBU61580,Pellenberg,3212,389000.00,House,House,Sale,4,171 ,,,,True,True,4,,To be renovated
RBU61579,Kessel-Lo,3010,215000.00,Appartment,Flat,Sale,1,50 ,,,,8 m²,False,2,,To be renovated
RBU61578,Heverlee,3001,95000.00,Appartment,Flat,Sale,1,55 ,,,,4 m²,True,2,,
RBU61570,Rotselaar,3110,1195.00,Appartment,Duplex,Rent,3,125 ,,,,True,False,,,
RBU61563,Keerbergen,3140,569000.00,House,House,Sale,2,203 ,,False,,True,True,,,Normal
RBU61540,Leuven,3000,530000.00,House,House,Sale,3,164 ,,False,,False,True,,,
RBU61537,Leuven,3000,399000.00,Appartment,Flat,Sale,1,55 ,,False,,4 m²,False,,,
RBU61534,Kessel-Lo,3010,385000.00,House,MixedBuilding,Sale,4,153 ,,False,,False,False,,,
VBD46638,Sint-Genesius-Rode,1640,2450000.00,House,Villa,Sale,6,500 ,1,False,True,75 m²,2200 m²,4,True,Excellent
RBU61448,Zemst,1980,585000.00,House,House,Sale,3,190 ,1,False,,True,True,4,,Normal
VBD46598,Grimbergen,1850,580000.00,House,House,Sale,4,210 ,,False,,True,True,3,,
RBU61424,Huldenberg,3040,652203.00,House,Villa,Sale,3,170 ,,,,False,True,4,,
VBD46581,Wezembeek-Oppem,1970,1250.00,Appartment,GroundFloor,Rent,2,70 ,1,False,,12 m²,False,2,False,Fully renovated
RBU61410,Diegem,1831,644000.00,House,House,Sale,5,304 ,,False,,32 m²,True,4,,Normal
RBU61387,Leuven,3000,1180.00,Appartment,Loft,Rent,1,67 ,,True,,False,False,2,,Normal
RBU61386,Heverlee,3001,1200.00,Appartment,Flat,Rent,2,84 ,,False,,6 m²,False,2,,Normal
RBU61384,Leuven,3000,1180.00,Appartment,Flat,Rent,1,67 ,,True,,False,True,2,,Normal
VBD46494,Vilvoorde,1800,200000.00,House,House,PublicSale,3,,,,,False,True,,,
RBU61352,Dilbeek,1700,430000.00,House,House,Sale,3,160 ,1,,,True,True,3,False,To be renovated
RBU61343,Huizingen,1654,725000.00,House,House,Sale,3,305 ,,,,True,True,,,To renovate
RBU61332,Ternat,1740,450000.00,House,House,Sale,4,195 ,1,,,True,True,3,,New
RBU61306,Leuven,3000,1350.00,Appartment,Flat,Rent,3,,,,,False,False,,,
RBU61303,Keerbergen,3140,625000.00,House,House,Sale,3,136 ,,,,True,True,4,,Excellent
RBU61284,Keerbergen,3140,420000.00,House,House,Sale,3,206 ,,,,True,True,2,,
RBU60965,Overijse,3090,597409.23,House,House,Sale,4,,,,,,True,3,,
RBU60963,Overijse,3090,587588.88,House,House,Sale,4,,,,,,True,3,,
VBD46342,Strombeek-Bever,1853,279000.00,Appartment,Flat,Sale,2,80 ,1,False,,8 m²,False,,False,Normal
VBD46341,Strombeek-Bever,1853,299000.00,Appartment,Flat,Sale,2,80 ,1,False,,8 m²,False,,False,Normal
VBD46326,Sterrebeek,1933,1450.00,Appartment,Flat,Rent,2,90 ,1,False,,11 m²,,2,,Excellent
VBD46297,Buizingen,1501,399000.00,House,House,Sale,2,129 ,,,,,True,4,,
VBD46290,Drogenbos,1620,1050.00,Appartment,Flat,Rent,2,92 ,1,False,,10 m²,False,3,,Excellent
VBD46289,Drogenbos,1620,1200.00,Appartment,Flat,Rent,2,80 ,1,False,,25 m²,35 m²,3,False,Excellent
RBU60811,Wemmel,1780,975000.00,House,Villa,Sale,4,200 ,,False,,False,2000 m²,,,Normal
VBD46162,Ruisbroek,1601,440000.00,House,House,Sale,4,180 ,,False,,40 m²,False,3,False,Fully renovated
RBU60737,Leuven,3000,1050.00,Appartment,GroundFloor,Rent,2,88 ,,,,True,False,,,
VBD46131,Sint-Pieters-Kapelle,1541,1100.00,House,House,Rent,2,131 ,,,,16 m²,True,3,,
VBD46125,Grimbergen,1850,800.00,Appartment,FlatStudio,Rent,0,52 ,1,False,,True,False,,False,Normal
RBU60729,Merchtem,1785,239000.00,Appartment,GroundFloor,Sale,1,85 ,,,,False,False,,,
RBU60717,Halle,1500,249000.00,Appartment,Flat,Sale,2,82 ,,False,,True,False,3,,Normal
RBU60693,Zaventem,1930,349000.00,House,House,Sale,3,116 ,,,True,True,180 m²,2,,
RBU60692,Buizingen,1501,420000.00,House,House,Sale,3,155 ,1,False,,30 m²,150 m²,3,False,Normal
RBU60691,Zoutleeuw,3440,215000.00,House,House,Sale,2,278 ,,False,,True,True,2,,To be renovated
VBD45945,Relegem,1731,490000.00,House,MixedBuilding,Sale,4,210 ,,False,,6 m²,40 m²,2,False,To renovate
RBU60682,Grimbergen,1850,649000.00,House,House,Sale,5,340 ,,False,,48 m²,500 m²,3,,To be renovated
RBU60653,Asse,1730,980.00,Appartment,Flat,Rent,1,67 ,1,False,,10 m²,False,,False,Excellent
RBU60603,Meise,1860,535000.00,House,House,Sale,3,161 ,,,,12 m²,True,,,Normal
RBU60602,Bertem,3060,367000.00,Appartment,GroundFloor,Sale,2,92 ,,False,,15 m²,False,,,Fully renovated
RBU60590,Messelbroek,3272,425000.00,House,House,Sale,3,212 ,,,,False,True,2,,
RBU60586,Halle,1500,500000.00,Appartment,Flat,Sale,5,296 ,,,,True,True,,,
RBU60567,Wezembeek-Oppem,1970,3100.00,House,Villa,Rent,6,272 ,1,False,,20 m²,True,4,False,
VBD45844,Sint-Genesius-Rode,1640,2100.00,House,House,Rent,4,240 ,1,False,,27 m²,True,4,False,Excellent
VBD45843,Linkebeek,1630,1490000.00,House,Villa,Sale,7,340 ,1,,,True,1330 m²,4,True,Excellent
RBU60552,Boortmeerbeek,3190,299000.00,House,House,Sale,2,193 ,1,False,,True,True,4,False,
VBD45760,Relegem,1731,680000.00,House,Villa,Sale,4,255 ,1,,True,True,True,4,,Excellent
VBD45759,Wemmel,1780,650000.00,House,House,Sale,4,203 ,,False,,True,88 m²,2,,Normal
RBU60363,Huizingen,1654,360000.00,Appartment,Flat,Sale,2,110 ,,,,18 m²,True,2,,
RBU60361,Huizingen,1654,355000.00,Appartment,Flat,Sale,2,107 ,,,,19 m²,True,2,,
RBU60359,Huizingen,1654,360000.00,Appartment,Flat,Sale,2,108 ,,,,23 m²,True,2,,
RBU60358,Huizingen,1654,360000.00,Appartment,Flat,Sale,2,108 ,,,,23 m²,True,2,,
RBU60357,Huizingen,1654,410000.00,Appartment,Flat,Sale,2,121 ,,,,34 m²,True,2,,
RBU60324,Machelen,1830,419000.00,House,House,Sale,3,169 ,,,,True,45 m²,3,,Excellent
RBU60274,Leuven,3000,710.00,Appartment,FlatStudio,Rent,,,,False,,False,False,,,
RBU60269,Nossegem,1930,620000.00,House,House,Sale,4,197 ,1,,,28 m²,True,2,,
RBU60266,Halle,1500,299000.00,House,House,Sale,2,106 ,1,False,,10 m²,110 m²,3,False,To renovate
RBU60261,Huizingen,1654,425000.00,House,House,Sale,3,160 ,,False,,True,True,,,Normal
VBD45700,Kraainem,1950,1100.00,Appartment,Flat,Rent,2,85 ,1,False,True,7 m²,False,2,False,Excellent
RBU60234,Opwijk,1745,205000.00,Appartment,Flat,Sale,2,88 ,1,,,True,,2,,Normal
RBU60226,Zellik,1731,270000.00,Appartment,Flat,Sale,2,85 ,,False,,5 m²,False,,,Excellent
RBU60222,Asse,1730,295000.00,Appartment,Flat,Sale,3,150 ,,False,,3 m²,False,2,,Normal
RBU60187,Overijse,3090,680000.00,House,House,Sale,6,235 ,,,,False,1 m²,,,Fully renovated
VBD45619,Huizingen,1654,1395000.00,House,Villa,Sale,6,420 ,1,,,True,8500 m²,4,True,Fully renovated
RBU60117,Halle,1500,275000.00,Appartment,Flat,Sale,2,98 ,,False,,12 m²,20 m²,2,,Excellent
RBU60099,Herne,1540,295000.00,House,House,Sale,3,135 ,,False,,True,True,4,,To be renovated
RBU60093,Tremelo,3120,230000.00,House,House,Sale,2,124 ,,,,True,True,4,,To be renovated
RBU60085,Tervuren,3080,1260000.00,House,Villa,Sale,5,362 ,,False,,True,1050 m²,,,Normal
VBD45398,Wezembeek-Oppem,1970,2650.00,House,Villa,Rent,4,200 ,1,False,,True,1400 m²,4,False,Excellent
VBD45376,Kampenhout,1910,1075000.00,House,Villa,Sale,5,300 ,,False,,5 m²,True,4,,
VBD45363,Beersel,1650,4600.00,House,Villa,Rent,6,480 ,,True,,60 m²,800 m²,4,,
VBD45362,Beersel,1650,1495000.00,House,Villa,Sale,6,480 ,,False,,60 m²,800 m²,4,,
RBU60045,Tervuren,3080,1350000.00,House,Villa,Sale,8,347 ,,False,,True,True,,,Normal
RBU60042,Wemmel,1780,420000.00,Appartment,Penthouse,Sale,3,155 ,,False,,True,False,,,Normal
RBU60041,Wemmel,1780,420000.00,Appartment,Flat,Sale,3,155 ,,False,,True,False,,,Normal
RBU59861,Tremelo,3120,495000.00,House,House,Sale,4,214 ,,,,False,True,4,,Fully renovated
RBU59665,Tervuren,3080,949000.00,House,Villa,Sale,5,220 ,,,,False,False,4,,
RBU59664,Opwijk,1745,520000.00,Appartment,Penthouse,Sale,3,118 ,,False,,42 m²,,2,,
RBU59663,Boortmeerbeek,3190,350000.00,House,House,Sale,3,187 ,,False,,True,366 m²,2,,To be renovated
RBU59655,Lennik,1750,385000.00,House,House,Sale,3,185 ,,False,,False,True,,,To be renovated
RBU59653,Dilbeek,1700,435000.00,House,House,Sale,2,152 ,,,,True,False,,,Fully renovated
VBD45268,Sint-Genesius-Rode,1640,1490000.00,House,House,Sale,6,340 ,1,False,,45 m²,1330 m²,4,True,Excellent
VBD45267,Beersel,1650,1490000.00,House,House,Sale,6,340 ,1,False,,45 m²,1330 m²,4,True,Excellent
VBD45266,Linkebeek,1630,1490000.00,House,House,Sale,6,340 ,1,False,,45 m²,1330 m²,4,True,Excellent
RBU59617,Zemst,1980,420000.00,House,House,Sale,3,171 ,,,,True,True,4,,
RBU59609,Wijgmaal,3018,495000.00,House,House,Sale,4,220 ,,,,False,True,3,,
VBD45259,Tervuren,3080,1300.00,Appartment,Duplex,Rent,2,90 ,1,False,,14 m²,False,4,False,Normal
VBD45245,Sterrebeek,1933,570000.00,House,House,Sale,3,153 ,1,False,,39 m²,True,4,False,To be renovated
RBU59395,Sterrebeek,1933,2250.00,House,Villa,Rent,4,187 ,,False,,32 m²,True,4,,New
RBU59387,Kampenhout,1910,1190000.00,House,House,Sale,5,716 ,,False,,,True,4,True,
RBU41073,Vilvoorde,1800,279000.00,Appartment,Penthouse,Sale,2,70 ,,False,,10 m²,False,2,,Normal
RBU59386,Rotselaar,3110,309000.00,House,House,Sale,3,,1,,,False,True,4,,
RBU59385,Aarschot,3200,469000.00,House,House,Sale,3,162 ,1,,,True,True,3,,Excellent
RBU50010,Asse,1730,324950.00,House,House,Sale,4,118 ,,False,,16 m²,346 m²,2,,To renovate
VBD24155,Halle,1500,379000.00,Appartment,Duplex,Sale,3,126 ,1,False,,26 m²,80 m²,3,False,Fully renovated
VBD24154,Halle,1500,379000.00,House,House,Sale,3,126 ,,False,,26 m²,80 m²,3,False,Fully renovated
RWC40305,Opwijk,1745,550000.00,House,Villa,Sale,5,400 ,1,,,True,True,4,,Excellent
VBD17506,Drogenbos,1620,1890.00,House,House,Rent,,,,True,,False,True,,,
RBU43814,Sint-Pieters-Leeuw,1600,335000.00,House,House,Sale,2,110 ,1,False,,True,True,2,False,To be renovated
RBT73283,Herne,1540,180000.00,Appartment,Flat,Sale,2,80 ,1,False,,17 m²,False,,False,To be renovated
RBU11858,Roosdaal,1760,386000.00,Appartment,Flat,Sale,3,141 ,1,False,,65 m²,False,,,Excellent
RBU51555,Eppegem,1980,259000.00,House,House,Sale,2,120 ,,,,False,True,3,,To be renovated
RBU59348,Grimbergen,1850,425000.00,House,House,Sale,3,145 ,,False,,True,True,2,False,Fully renovated
RBU59339,Kampenhout,1910,1550.00,House,House,Rent,4,,,,,True,True,3,,
RBU59315,Kumtich,3300,295000.00,House,House,Sale,3,185 ,,,,True,True,4,,To be renovated
RBU59309,Aarschot,3200,695000.00,House,MasterHouse,Sale,4,297 ,,,,True,True,,,
RBU59301,Herent,3020,770000.00,House,Villa,Sale,3,336 ,,,,40 m²,True,4,,
RBU59296,Zemst,1980,1400.00,House,House,Rent,3,125 ,,,,True,True,3,,
RBU59290,Lot,1651,1600000.00,Appartment,Flat,Sale,,122 ,,,,False,False,,,Normal
RBU59280,Wemmel,1780,285000.00,Appartment,Flat,Sale,2,98 ,,,,13 m²,False,,,New
RBU59279,Wemmel,1780,1175000.00,Appartment,Flat,Sale,8,98 ,,,,True,False,,,
RBU59214,Aarschot,3200,359000.00,Appartment,Flat,Sale,2,102 ,,,,55 m²,,2,,New
VBD45053,Kraainem,1950,1295000.00,House,Villa,Sale,9,600 ,1,False,,20 m²,1600 m²,4,False,Normal
RBU59034,Keerbergen,3140,950000.00,House,Villa,Sale,3,349 ,,,,True,False,,True,
RBU59033,Tremelo,3120,540000.00,House,House,Sale,3,150 ,,,,True,True,4,,Excellent
RBU59032,Tremelo,3120,865000.00,House,Villa,Sale,4,319 ,,,,True,True,,,
VBD45028,Sint-Genesius-Rode,1640,525000.00,House,House,Sale,3,195 ,,False,,40 m²,540 m²,4,,To be renovated
RBU58994,Duisburg,3080,3450.00,House,Villa,Rent,4,295 ,1,,,True,True,4,True,
RBU58991,Holsbeek,3220,1650.00,House,House,Rent,4,213 ,,False,,False,680 m²,,,
VBD44951,Kraainem,1950,3750.00,House,House,Rent,4,280 ,1,False,,20 m²,1000 m²,4,False,Excellent
VBD44950,Kraainem,1950,2490.00,House,House,Rent,4,230 ,1,False,,40 m²,180 m²,3,False,Excellent
RBU58920,Wijgmaal,3018,495000.00,House,House,Sale,4,400 ,,,,True,True,2,,
RBU58879,Grimbergen,1850,285000.00,House,House,Sale,1,145 ,,False,,True,False,4,,To be renovated
RBU58873,Hoeilaart,1560,714000.00,Appartment,Flat,Sale,3,153 ,,False,,54 m²,False,4,,New
RBU58871,Bever,1547,695000.00,House,Villa,Sale,5,248 ,,,,True,True,4,,Normal
VBD44850,Wemmel,1780,985000.00,House,Villa,Sale,3,240 ,1,False,True,45 m²,500 m²,4,True,Excellent
RBT40471,Heverlee,3001,115000.00,Appartment,Flat,Sale,1,55 ,1,True,,True,False,,,Normal
RBU58819,Sterrebeek,1933,975000.00,House,House,Sale,4,611 ,,False,,True,350 m²,,,
RBU58815,Herfelingen,1540,290000.00,House,Villa,Sale,4,232 ,,False,False,False,True,,,To be renovated
RBT83854,Sint-Pieters-Leeuw,1600,315000.00,House,House,Sale,3,110 ,1,,,True,True,3,False,Normal
VBD30551,Vilvoorde,1800,495000.00,House,House,Sale,4,160 ,,False,,False,True,2,,
RBU50913,Everberg,3078,1800.00,House,Villa,Rent,3,150 ,,,,True,1000 m²,,,Normal
RBU35026,Vilvoorde,1800,399000.00,House,House,Sale,3,168 ,1,False,,15 m²,65 m²,2,False,
RBU58582,Tremelo,3120,665000.00,House,House,Sale,3,365 ,1,False,,True,900 m²,4,,
RWC41101,Machelen,1830,275000.00,House,House,Sale,3,170 ,,,,True,,3,,Normal
RBU33974,Hoeilaart,1560,625000.00,House,Villa,Sale,4,298 ,,False,,36 m²,350 m²,4,,To be renovated
RBU58562,Affligem,1790,395000.00,House,Villa,Sale,4,169 ,1,False,,15 m²,500 m²,4,False,To be renovated
VBD44776,Sterrebeek,1933,2300.00,House,House,Rent,4,300 ,1,False,,15 m²,500 m²,4,False,Normal
VBD44771,Alsemberg,1652,405000.00,House,House,Sale,3,120 ,,False,,30 m²,300 m²,3,,Normal
VBD44758,Tervuren,3080,1345000.00,House,Villa,Sale,5,460 ,1,False,,35 m²,650 m²,4,False,Excellent
VBD37698,Drogenbos,1620,1490.00,Appartment,GroundFloor,Rent,3,123 ,1,False,,10 m²,33 m²,3,False,
RBT46018,Overijse,3090,680000.00,House,House,Sale,5,250 ,,,,74 m²,True,4,,Excellent
RBU16342,Sint-Pieters-Leeuw,1600,199000.00,Appartment,GroundFloor,Sale,1,73 ,,,,7 m²,False,2,,Normal
RBU58531,Tervuren,3080,2600.00,House,Villa,Rent,4,200 ,,,,True,True,4,,New
RBU58491,Dilbeek,1700,479000.00,House,House,Sale,4,160 ,,,False,19 m²,46 m²,2,,To be renovated
VBD44727,Vilvoorde,1800,269000.00,House,House,Sale,4,134 ,,,False,False,False,,,Normal
RBU58450,Affligem,1790,849000.00,House,House,Sale,3,385 ,,,,True,True,4,,
RBU58449,Asse,1730,849000.00,House,House,Sale,3,385 ,,,,True,True,4,,
RBU58441,Sint-Pieters-Leeuw,1600,995.00,Appartment,Flat,Rent,2,86 ,,,,4 m²,True,2,,
RBU58440,Sint-Pieters-Leeuw,1600,449000.00,Appartment,Duplex,Sale,5,173 ,,,,20 m²,False,3,,Excellent
RBU58406,Meise,1860,440000.00,House,House,Sale,3,164 ,,,,True,True,3,,
RBU58402,Haacht,3150,298000.00,Appartment,Flat,Sale,3,105 ,,,,True,True,2,,
RBU58385,Leuven,3000,680000.00,House,House,Sale,,214 ,,,,22 m²,16 m²,2,,
RBU58383,Leuven,3000,385000.00,House,House,Sale,3,90 ,,,,False,False,2,,Excellent
RBU58356,Aarschot,3200,519000.00,House,House,Sale,3,182 ,,,,True,True,4,,Excellent
